char,division,division_tw,region
䏫,月亻木,⺼亻木,CJK-A
䏬,月厶牛,⺼厶牛,CJK-A
䏭,⺼牛八,,CJK-A
䏮,月力冫,,CJK-A
䏯,月士心,⺼士心,CJK-A
䏰,月刀丶心,⺼刀丶心,CJK-A
䏱,月尸㇆口,⺼尸㇆口,CJK-A
䏲,月丷弓丿,⺼丷弓丿,CJK-A
䏳,月扌斤,⺼扌斤,CJK-A
䏴,月⺌月,⺼⺌⺼,CJK-A
䏵,月尤彡,⺼尤彡,CJK-A
䏶,月匕匕土,⺼匕匕土,CJK-A
䏷,月日干,⺼日干,CJK-A
䏸,月一口,⺼一口,CJK-A
䏹,月見,⺼見,CJK-A
䏺,月夊丰,⺼夊丰,CJK-A
䏻,厶月土厶,厶⺼土厶,CJK-A
䏼,月戈戈,⺼戈戈,CJK-A
䏽,月立口,⺼立口,CJK-A
䏾,月𡗗,⺼𡗗,CJK-A
䏿,户夊月,戶夊⺼,CJK-A
䐀,月大丁口,⺼大丁口,CJK-A
䐁,月豕丶,⺼豕丶,CJK-A
䐂,月彐水,⺼彑水,CJK-A
䐃,月囗禾,⺼囗禾,CJK-A
䐄,月⺈臼,⺼⺈臼,CJK-A
䐅,月尸矢,⺼尸矢,CJK-A
䐆,月爫木,,CJK-A
䐇,月勹日,⺼勹日,CJK-A
䐈,月十,⺼十,CJK-A
䐉,月巛田,⺼巛田,CJK-A
䐊,月日匕匕,⺼日匕匕,CJK-A
䐋,月八厶心,⺼八厶心,CJK-A
䐌,冂龷八月,冂龷八⺼,CJK-A
䐍,月壴,⺼壴,CJK-A
䐎,月日一龰,⺼日一龰,CJK-A
䐏,月𡗗日,⺼𡗗日,CJK-A
䐐,月禾火,⺼禾火,CJK-A
䐑,月世木,⺼世木,CJK-A
䐒,月大夕夕,⺼大夕夕,CJK-A
䐓,月頁,⺼頁,CJK-A
䐔,月户冊,⺼戶冊,CJK-A
䐕,月口耳,⺼口耳,CJK-A
䐖,月尸米,⺼尸米,CJK-A
䐗,月耂日,⺼耂日丶,CJK-A
䐘,月爫干又,⺼爫干又,CJK-A
䐙,月革,⺼革,CJK-A
䐚,月彐厶卩,⺼彐厶卩,CJK-A
䐛,月大耳,⺼大耳,CJK-A
䐜,月十八,⺼十八,CJK-A
䐝,月⺌貝,⺼小貝,CJK-A
䐞,月弓冫冫,⺼弓冫冫,CJK-A
䐟,月冂土,⺼冂土,CJK-A
䐠,月艹亡,⺼艹亡,CJK-A
䐡,亠丷丨人,,CJK-A
䐢,月勹屮屮,⺼勹屮屮,CJK-A
䐣,月口貝,⺼口貝,CJK-A
䐤,月⺶工,⺼⺶工,CJK-A
䐥,月八厶习,⺼八厶习,CJK-A
䐦,月土厶皿,⺼土厶皿,CJK-A
䐧,月高,⺼高,CJK-A
䐨,一月,一⺼,CJK-A
䐩,月山一䒑,⺼山一䒑,CJK-A
䐪,月隹乃,,CJK-A
䐫,月彳人龰,⺼彳人龰,CJK-A
䐬,月日,⺼日,CJK-A
䐭,月卌一巾,⺼卌一巾,CJK-A
䐮,月立丿生,⺼文厂生,CJK-A
䐯,月田糸,⺼田糸,CJK-A
䐰,月亻丨月,⺼亻丨⺼,CJK-A
䐱,月亠丷古,⺼亠丷古,CJK-A
䐲,月习习白,⺼习习白,CJK-A
䐳,月魚,⺼魚,CJK-A
䐴,彐厶匚月,彐厶匚⺼,CJK-A
䐵,月龷由八,⺼卄二八,CJK-A
䐶,月匚儿日,⺼匚儿日,CJK-A
䐷,月口口十,⺼口口十,CJK-A
䐸,月彐土一,⺼彐土一,CJK-A
䐹,月肀片一,⺼肀片一,CJK-A
䐺,月覀早,⺼覀早,CJK-A
䐻,月古辛,⺼古辛,CJK-A
䐼,月丰刀糸,⺼丰刀糸,CJK-A
䐽,月卄一入,⺼卄一入,CJK-A
䐾,月罒土,⺼罒土,CJK-A
䐿,月米大,⺼丿大,CJK-A
䑀,月尸口辛,⺼尸口辛,CJK-A
䑁,乂乂月,乂乂⺼,CJK-A
䑂,月丂八,⺼丂丿八,CJK-A
䑃,⺼艹冖豕,,CJK-A
䑄,月自田丌,⺼自田丌,CJK-A
䑅,月艹罒夕,⺼卝罒夕,CJK-A
䑆,月䒑夫艮,⺼⺷八艮,CJK-A
䑇,月斤斤貝,⺼斤斤貝,CJK-A
䑈,月白幺木,⺼白幺木,CJK-A
䑉,月女,⺼女,CJK-A
䑊,月口丄辶,⺼口丄辶,CJK-A
䑋,月𧘇,⺼𧘇,CJK-A
䑌,月門木丷,⺼門木丷,CJK-A
䑍,月貝貝女,⺼貝貝女,CJK-A
䑎,月人人一,⺼人人一,CJK-A
䑏,月艹口隹,⺼卝口隹,CJK-A
䑐,臣⺈小,臣𠂉小,CJK-A
䑑,臣业䒑夫,,CJK-A
䑒,至刀乀,,CJK-A
䑓,卄二冖至,,CJK-A
䑔,臼一巾,,CJK-A
䑕,臼几,,CJK-A
䑖,臼一彐龰,,CJK-A
䑗,臼日一,,CJK-A
䑘,臼⺶工,,CJK-A
䑙,舌冂二,,CJK-A
䑚,舌月,,CJK-A
䑛,舌七丶,舌七一,CJK-A
䑜,舌世木,,CJK-A
䑝,口口冖ヰ,,CJK-A
䑞,匚火火ヰ,,CJK-A
䑟,爫冖夕王,,CJK-A
䑠,舟了,,CJK-A
䑡,舟又丶,,CJK-A
䑢,舟兀,,CJK-A
䑣,舟彡,,CJK-A
䑤,舟人丶乛,舟人一乛,CJK-A
䑥,舟乃乀,舟丿乛又,CJK-A
䑦,舟勹口,,CJK-A
䑧,舟亻寸,,CJK-A
䑨,舟𠂉也,,CJK-A
䑩,舟古,,CJK-A
䑪,舟合,,CJK-A
䑫,舟䒑廾,,CJK-A
䑬,舟儿冫,,CJK-A
䑭,舟氵工,,CJK-A
䑮,舟乃木,,CJK-A
䑯,舟丷弓丿,,CJK-A
䑰,舟止,,CJK-A
䑱,舟宀夕㔾,,CJK-A
䑲,舟⺊早,,CJK-A
䑳,舟人一冊,,CJK-A
䑴,舟其,,CJK-A
䑵,舟冂二月,,CJK-A
䑶,舟龶月,,CJK-A
䑷,舟户月,舟戶⺼,CJK-A
䑸,舟宀示,,CJK-A
䑹,舟宀火又,,CJK-A
䑺,舟風,,CJK-A
䑻,舟方𠂉子,,CJK-A
䑼,舟勹屮屮,,CJK-A
䑽,舟日习习,舟冂二习,CJK-A
䑾,舟隹又,,CJK-A
䑿,舟宀亻日,,CJK-A
䒀,舟⺮亻寸,,CJK-A
䒁,舟习习白,,CJK-A
䒂,舟爿寸,,CJK-A
䒃,舟⺧口辶,,CJK-A
䒄,舟冖一田,,CJK-A
䒅,舟丷夫目,,CJK-A
䒆,舟亠厶夊,舟七丶夊,CJK-A
䒇,舟宀一田,,CJK-A
䒈,舟十廾貝,,CJK-A
䒉,舟𠂉卌ヰ,,CJK-A
䒊,八丂⺈巴,,CJK-A
䒋,冂大⺈巴,,CJK-A
䒌,冖日亠巴,,CJK-A
䒍,亠丷冖巴,,CJK-A
䒎,艹犬廾巴,,CJK-A
䒏,丷日巴,,CJK-A
䒐,艹罒冖巴,卝罒冖巴,CJK-A
䒑,䒑,,CJK-A
䒒,艹㇆一,,CJK-A
䒓,艹丂,,CJK-A
䒔,艹八,,CJK-A
䒕,艹小,,CJK-A
䒖,艹⺄十,艹乙十,CJK-A
䒗,艹𠂉乙,,CJK-A
䒘,艹夊,,CJK-A
䒙,艹上,,CJK-A
䒚,艹小丿,,CJK-A
䒛,艹幺㇆,,CJK-A
䒜,艹牛,,CJK-A
䒝,艹乂乂,,CJK-A
䒞,艹冖儿,,CJK-A
䒟,艹亠,,CJK-A
䒠,艹丰,,CJK-A
䒡,艹弓丨,,CJK-A
䒢,艹卩,,CJK-A
䒣,艹冂二,,CJK-A
䒤,艹日,,CJK-A
䒥,艹一巾,,CJK-A
䒦,艹丿之,,CJK-A
䒧,艹土厶,,CJK-A
䒨,艹矢,,CJK-A
䒩,艹禾,,CJK-A
䒪,艹厶廾,,CJK-A
䒫,艹亻弋,,CJK-A
䒬,艹示,,CJK-A
䒭,艹ユ寸,,CJK-A
䒮,艹冖几丶,,CJK-A
䒯,艹冖九丶,,CJK-A
䒰,艹匚王,,CJK-A
䒱,艹乛水一,,CJK-A
䒲,艹女丿七,,CJK-A
䒳,艹乃木,,CJK-A
䒴,艹月,,CJK-A
䒵,艹女子,,CJK-A
䒶,艹电丿,,CJK-A
䒷,艹舌,,CJK-A
䒸,艹丿皿,,CJK-A
䒹,艹丰八,,CJK-A
䒺,艹糸,,CJK-A
䒻,艹山己,,CJK-A
䒼,艹曲,,CJK-A
䒽,艹冂乂乂,,CJK-A
䒾,艹亠𧘇,,CJK-A
䒿,艹冖月,,CJK-A
䓀,艹士口,,CJK-A
䓁,艹土寸,,CJK-A
䓂,艹言,,CJK-A
䓃,艹口巴,,CJK-A
䓄,艹犭斤,,CJK-A
䓅,艹氵斤,,CJK-A
䓆,艹扌斤,,CJK-A
䓇,艹土八,,CJK-A
䓈,艹彳殳,,CJK-A
䓉,艹牙阝,,CJK-A
䓊,艹一口,,CJK-A
䓋,艹氵七,,CJK-A
䓌,艹士心,,CJK-A
䓍,艹日干,,CJK-A
䓎,艹火勹丶,,CJK-A
䓏,艹不口,,CJK-A
䓐,艹大七凵,,CJK-A
䓑,艹氵一廾,,CJK-A
䓒,艹勹田,,CJK-A
䓓,艹丰寸,,CJK-A
䓔,艹耂子,,CJK-A
䓕,艹一兀辶,,CJK-A
䓖,艹穴力,,CJK-A
䓗,艹八厶心,,CJK-A
䓘,艹夊卜口,艹夊人口,CJK-A
䓙,艹千丬匕,,CJK-A
䓚,艹彳且,,CJK-A
䓛,艹尸屮凵,,CJK-A
䓜,艹氵丶,艹氵一,CJK-A
䓝,艹子皿,,CJK-A
䓞,艹户犬,艹戶犬,CJK-A
䓟,艹土口,,CJK-A
䓠,艹水日,,CJK-A
䓡,艹矢口,,CJK-A
䓢,艹囗古,,CJK-A
䓣,艹一巾入,,CJK-A
䓤,艹勹心,,CJK-A
䓥,入艹早,,CJK-A
䓦,艹冂龷八,,CJK-A
䓧,艹了口一,艹丂口一,CJK-A
䓨,艹冖缶,,CJK-A
䓩,艹木十又,,CJK-A
䓪,艹日勹,,CJK-A
䓫,艹大丁口,,CJK-A
䓬,艹⺊早,,CJK-A
䓭,艹乂木刂,,CJK-A
䓮,艹予丿夊,,CJK-A
䓯,艹龶母,艹龶,CJK-A
䓰,艹覀土,艹西土,CJK-A
䓱,艹止匕木,,CJK-A
䓲,艹亻丷儿,艹亻八儿,CJK-A
䓳,艹彳艮,,CJK-A
䓴,艹而大,,CJK-A
䓵,艹口口口,,CJK-A
䓶,艹木口刂,,CJK-A
䓷,艹氵彳亍,,CJK-A
䓸,艹女女干,,CJK-A
䓹,艹食,,CJK-A
䓺,艹⺷大,,CJK-A
䓻,艹冖一女,,CJK-A
䓼,艹女尤彡,,CJK-A
䓽,艹言己,,CJK-A
䓾,艹氵小女,,CJK-A
䓿,艹マ囗,,CJK-A
䔀,艹亻禾女,,CJK-A
䔁,艹覀木,,CJK-A
䔂,艹宀辛,,CJK-A
䔃,艹示且,,CJK-A
䔄,艹爫缶,艹缶,CJK-A
䔅,艹丅口口,,CJK-A
䔆,艹犭里,,CJK-A
䔇,艹山一䒑,,CJK-A
䔈,艹工貝,,CJK-A
䔉,艹禾禾,,CJK-A
䔊,艹王䒑廾,,CJK-A
䔋,艹糹小丿,,CJK-A
䔌,艹白大十,,CJK-A
䔍,艹馬,,CJK-A
䔎,艹木口辶,,CJK-A
䔏,艹⺧口辶,,CJK-A
䔐,艹氵戈戈,,CJK-A
䔑,艹人一十,,CJK-A
䔒,艹阝立口,,CJK-A
䔓,艹言𠂉十,,CJK-A
䔔,艹立日儿,,CJK-A
䔕,艹月甫,艹⺼甫,CJK-A
䔖,艹阝土夊,,CJK-A
䔗,艹示羊,,CJK-A
䔘,艹缶且,,CJK-A
䔙,艹金勹丶,,CJK-A
䔚,艹辰月,艹辰⺼,CJK-A
䔛,艹匕頁,,CJK-A
䔜,艹耳冂土,,CJK-A
䔝,艹止匕糸,,CJK-A
䔞,艹亠幺十,,CJK-A
䔟,艹禾夕夕,,CJK-A
䔠,艹木⺌月,艹木⺌⺼,CJK-A
䔡,艹魚,,CJK-A
䔢,艹人人丂,,CJK-A
䔣,艹禾刂牛,,CJK-A
䔤,艹白丆日,,CJK-A
䔥,艹彐米,,CJK-A
䔦,艹木𠂉母,,CJK-A
䔧,艹禾刂木,,CJK-A
䔨,艹丿隹,,CJK-A
䔩,艹木口夊,,CJK-A
䔪,艹大乂乂,艹大人人,CJK-A
䔫,艹乛止冂,,CJK-A
䔬,艹田龷八,,CJK-A
䔭,艹宀心用,,CJK-A
䔮,艹其斤,,CJK-A
䔯,艹酉古,,CJK-A
䔰,艹宀一田,,CJK-A
䔱,艹扌口耳,,CJK-A
䔲,艹癶一䒑,,CJK-A
䔳,艹犬灬,,CJK-A
䔴,艹屮凵又,,CJK-A
䔵,艹門木,,CJK-A
䔶,艹扌日龰,,CJK-A
䔷,艹王王乛,,CJK-A
䔸,艹犬犬犬,,CJK-A
䔹,艹阝䒑,,CJK-A
䔺,艹阝月,艹阝⺼,CJK-A
䔻,艹子夊,,CJK-A
䔼,艹刀丶止,,CJK-A
䔽,艹氵日乚,,CJK-A
䔾,艹扌日乚,,CJK-A
䔿,艹丷酉寸,,CJK-A
䕀,艹士示欠,,CJK-A
䕁,艹非木,,CJK-A
䕂,艹厶口辶,,CJK-A
䕃,艹阝人镸,,CJK-A
䕄,艹乛水皿,,CJK-A
䕅,艹女臼又,艹女又,CJK-A
䕆,艹木人刂,,CJK-A
䕇,艹广鬼,,CJK-A
䕈,艹片世木,,CJK-A
䕉,艹罒土,,CJK-A
䕊,艹亠囗一,,CJK-A
䕋,艹土广口,,CJK-A
䕌,艹禾隹,,CJK-A
䕍,艹亠𧘇口,,CJK-A
䕎,艹日一田,,CJK-A
䕏,艹⺷丿戈,,CJK-A
䕐,艹示一田,,CJK-A
䕑,艹糹爫女,,CJK-A
䕒,艹壴力口,,CJK-A
䕓,艹宀示,,CJK-A
䕔,艹彳金亍,,CJK-A
䕕,艹氵日又,艹氵冂又,CJK-A
䕖,艹子丿辶,,CJK-A
䕗,艹自田丌,,CJK-A
䕘,艹人丶頁,艹人一頁,CJK-A
䕙,艹十戈隹,,CJK-A
䕚,艹匚口貝,,CJK-A
䕛,艹言大人,,CJK-A
䕜,艹习习十,,CJK-A
䕝,艹禾爫土,艹禾一土,CJK-A
䕞,艹門丶艮,,CJK-A
䕟,艹冂八,艹冂一八,CJK-A
䕠,艹广癶殳,,CJK-A
䕡,艹門口口,艹門口,CJK-A
䕢,艹石⺶工,,CJK-A
䕣,艹衤日乚,,CJK-A
䕤,艹口口阝,,CJK-A
䕥,艹八八乂,,CJK-A
䕦,艹女,,CJK-A
䕧,艹骨亠乂,,CJK-A
䕨,艹月丷糸,,CJK-A
䕩,艹木大小,,CJK-A
䕪,艹氵罒,,CJK-A
䕫,艹白止夊,,CJK-A
䕬,艹弓一一,,CJK-A
䕭,艹土八火,艹土儿火,CJK-A
䕮,艹土米,,CJK-A
䕯,艹覀示瓜,,CJK-A
䕰,艹火丿田,,CJK-A
䕱,艹一口頁,,CJK-A
䕲,艹广亠示,,CJK-A
䕳,艹弓一乂,,CJK-A
䕴,艹禾隹灬,,CJK-A
䕵,艹士口鳥,,CJK-A
䕶,艹言隹又,,CJK-A
䕷,艹麻糸,,CJK-A
䕸,艹黑士口,,CJK-A
䕹,艹亠人隹,,CJK-A
䕺,艹业又,,CJK-A
䕻,艹一鹿,,CJK-A
䕼,艹卄一隹,,CJK-A
䕽,艹足罒虫,,CJK-A
䕾,艹口口夊,,CJK-A
䕿,艹卄一鳥,,CJK-A
䖀,艹口口口,,CJK-A
䖁,艹禺立心,,CJK-A
䖂,艹言糹手,,CJK-A
䖃,艹口口,,CJK-A
䖄,艹卄一灬,,CJK-A
䖅,艹雨口人,,CJK-A
䖆,艹酉𧘇,,CJK-A
䖇,艹木缶彡,艹缶木彡,CJK-A
䖈,虍匕,,CJK-A
䖉,虍一,,CJK-A
䖊,乂虎,,CJK-A
䖋,虎人,,CJK-A
䖌,虎刂,,CJK-A
䖍,虍夊,,CJK-A
䖎,阝虎,,CJK-A
䖏,虍勹丶,,CJK-A
䖐,斤虎,,CJK-A
䖑,虎日,,CJK-A
䖒,虍一口䒑,,CJK-A
䖓,屮凵虎,,CJK-A
䖔,土厶虎,,CJK-A
䖕,虎且,,CJK-A
䖖,虎甲,,CJK-A
䖗,虍戊一口,,CJK-A
䖘,虎⺈口丶,,CJK-A
䖙,臣卜⺁虎,,CJK-A
䖚,虎烏,,CJK-A
䖛,虎十冖糸,,CJK-A
䖜,虎虎日,,CJK-A
䖝,丿虫,,CJK-A
䖞,虫寸,,CJK-A
䖟,亡虫,,CJK-A
䖠,虫几丶,,CJK-A
䖡,虫丑,,CJK-A
䖢,虫小丿,,CJK-A
䖣,虫爪,,CJK-A
䖤,夕㔾虫,,CJK-A
䖥,予丿虫,,CJK-A
䖦,虫屮凵,,CJK-A
䖧,虫日一,,CJK-A
䖨,虫石,,CJK-A
䖩,虫心丿,,CJK-A
䖪,止匕虫,,CJK-A
䖫,虫八干,,CJK-A
䖬,虫甲,,CJK-A
䖭,丷夫虫,,CJK-A
䖮,虫向,,CJK-A
䖯,土土虫,,CJK-A
䖰,虫⺁,,CJK-A
䖱,虫匚王,,CJK-A
䖲,虫勹日,,CJK-A
䖳,虫宀丿七,,CJK-A
䖴,虫儿冫,,CJK-A
䖵,虫虫,,CJK-A
䖶,虫豕,,CJK-A
䖷,虫乂巾,,CJK-A
䖸,丿扌戈虫,,CJK-A
䖹,虫卝干,虫卝,CJK-A
䖺,亻丨夊虫,,CJK-A
䖻,虫亠厶,,CJK-A
䖼,虫土厶卩,,CJK-A
䖽,禾刂虫,,CJK-A
䖾,虫宀一兀,,CJK-A
䖿,禾勹丿虫,,CJK-A
䗀,虫土八夊,虫土儿夊,CJK-A
䗁,虫大丁口,,CJK-A
䗂,虫虎,,CJK-A
䗃,虫戈戈,,CJK-A
䗄,虫八乂斤,,CJK-A
䗅,虫長,,CJK-A
䗆,虫宀尸コ,,CJK-A
䗇,虫勹米,,CJK-A
䗈,虫亡目,,CJK-A
䗉,虫日日,,CJK-A
䗊,虫火火,,CJK-A
䗋,虫卄二木,,CJK-A
䗌,虫日生,,CJK-A
䗍,彑虫,,CJK-A
䗎,虫覀土,虫西土,CJK-A
䗏,虫宀火又,,CJK-A
䗐,方𠂉也虫,,CJK-A
䗑,虫日立,,CJK-A
䗒,虫䒑业,,CJK-A
䗓,虫勹心,,CJK-A
䗔,虫亻ユ矢,,CJK-A
䗕,宀夕㔾虫,,CJK-A
䗖,虫卅冖巾,,CJK-A
䗗,虫⺮一廾,,CJK-A
䗘,虫土厶皿,,CJK-A
䗙,宀八虫,,CJK-A
䗚,虫甫寸,,CJK-A
䗛,虫亻丨月,虫亻丨⺼,CJK-A
䗜,虫卯田,,CJK-A
䗝,示申虫,,CJK-A
䗞,一大虫虫,,CJK-A
䗟,匚矢殳虫,,CJK-A
䗠,方𠂉乛虫,,CJK-A
䗡,虫一止灬,,CJK-A
䗢,虫⺧口辶,,CJK-A
䗣,卄二虫虫,,CJK-A
䗤,虫广肀月,,CJK-A
䗥,虫彳人龰,,CJK-A
䗦,虫夊丰辶,,CJK-A
䗧,虫广隶,,CJK-A
䗨,虫魚,,CJK-A
䗩,虫戊上小,,CJK-A
䗪,广卄一虫,,CJK-A
䗫,虫麻,,CJK-A
䗬,夊丰辶虫,,CJK-A
䗭,虫口口心,,CJK-A
䗮,虫大乂乂,,CJK-A
䗯,虫隹辶,,CJK-A
䗰,虫十貝,,CJK-A
䗱,虫业䒑夫,,CJK-A
䗲,虫米夕ヰ,,CJK-A
䗳,虫癶一䒑,,CJK-A
䗴,虫⺮壬廴,,CJK-A
䗵,虫一田一,,CJK-A
䗶,虫艹日乚,,CJK-A
䗷,虫立日心,,CJK-A
䗸,亠丿虫,,CJK-A
䗹,虫䒑幺心,,CJK-A
䗺,丿止廴虫,,CJK-A
䗻,虫⺮彐卩,,CJK-A
䗼,虫千黑,,CJK-A
䗽,糹隹虫,,CJK-A
䗾,虫日幺灬,,CJK-A
䗿,虫宀心丁,,CJK-A
䘀,𠂤十虫虫,,CJK-A
䘁,十戈隹虫,,CJK-A
䘂,虫十戈一,,CJK-A
䘃,虫黑土,,CJK-A
䘄,耂日虫虫,,CJK-A
䘅,厶月匕虫,厶⺼匕虫,CJK-A
䘆,虫宀丰心,虫宀龶心,CJK-A
䘇,文虫虫虫,,CJK-A
䘈,虫厂艹力,,CJK-A
䘉,一大虫虫,,CJK-A
䘊,虫⺮罒丶,,CJK-A
䘋,虫人人一,,CJK-A
䘌,匚艹虫,,CJK-A
䘍,艹禺虫虫,,CJK-A
䘎,虫言糹弓,,CJK-A
䘏,丿皿阝,,CJK-A
䘐,丿皿刀八,,CJK-A
䘑,丿皿丶水,,CJK-A
䘒,丿皿厶夊,,CJK-A
䘓,丿皿⺈臼,,CJK-A
䘔,丿皿宀口,,CJK-A
䘕,彳亠几亍,,CJK-A
䘖,彳缶亍,,CJK-A
䘗,彳山一亍,,CJK-A
䘘,彳龶糸亍,,CJK-A
䘙,彳口亍,,CJK-A
䘚,亠𧘇十,,CJK-A
䘛,衤几,,CJK-A
䘜,衤巾,,CJK-A
䘝,衤弋,,CJK-A
䘞,衤马,,CJK-A
䘟,衤弓丨,,CJK-A
䘠,衤乂,衤乂丶,CJK-A
䘡,匕匕亠𧘇,,CJK-A
䘢,衤宀丁,,CJK-A
䘣,衤止匕,,CJK-A
䘤,衤木丶,,CJK-A
䘥,衤甲,,CJK-A
䘦,衤尸匕,,CJK-A
䘧,衤冂大,,CJK-A
䘨,衤亠八乂,,CJK-A
䘩,衤勹日,,CJK-A
䘪,衤亠厶儿,衤七丶儿,CJK-A
䘫,女口亠𧘇,,CJK-A
䘬,衤戈,,CJK-A
䘭,衤至,,CJK-A
䘮,十人人,,CJK-A
䘯,衤⺌月,衤⺌⺼,CJK-A
䘰,衤丿止廴,,CJK-A
䘱,亠八人𧘇,,CJK-A
䘲,衤彐冖又,,CJK-A
䘳,衤金,,CJK-A
䘴,衤木八厶,,CJK-A
䘵,衤彐水,衤彑水,CJK-A
䘶,衤乛水凵,,CJK-A
䘷,衤丷巾八,,CJK-A
䘸,衤亠亻乀,,CJK-A
䘹,衤亠人十,,CJK-A
䘺,衤宀一龰,,CJK-A
䘻,衤亠厶月,衤七丶月,CJK-A
䘼,衤宀夕㔾,,CJK-A
䘽,衤臼儿,,CJK-A
䘾,衤宀尸コ,,CJK-A
䘿,衤尸屮凵,,CJK-A
䙀,衤月月,,CJK-A
䙁,衤戈戈,,CJK-A
䙂,衤八厶心,,CJK-A
䙃,衤工月,衤工⺼,CJK-A
䙄,衤千臼,衤干臼,CJK-A
䙅,衤覀女,,CJK-A
䙆,衤癶一大,,CJK-A
䙇,衤而大,,CJK-A
䙈,衤亻ユ矢,,CJK-A
䙉,衤⺁十目,,CJK-A
䙊,衤卅冖巾,,CJK-A
䙋,衤宀一一,,CJK-A
䙌,衤口丄贝,,CJK-A
䙍,衤飛,,CJK-A
䙎,衤爫幺大,,CJK-A
䙏,衤甫寸,,CJK-A
䙐,衤一口丨,,CJK-A
䙑,衤一𧘇,,CJK-A
䙒,衤亠幺田,,CJK-A
䙓,衤罒土厶,,CJK-A
䙔,衤匚口口,,CJK-A
䙕,衤彳人龰,,CJK-A
䙖,衤山月月,,CJK-A
䙗,衤亠丷古,,CJK-A
䙘,衤戊上小,,CJK-A
䙙,衤尸水牛,,CJK-A
䙚,鳥亠𧘇,,CJK-A
䙛,衤亠八𧘇,,CJK-A
䙜,衤夊丰辶,,CJK-A
䙝,亠土𧘇,,CJK-A
䙞,衤癶一䒑,,CJK-A
䙟,衤囗ヰ,,CJK-A
䙠,衤厂䒑欠,,CJK-A
䙡,衤口丄貝,,CJK-A
䙢,衤丷日,,CJK-A
䙣,衤一大非,,CJK-A
䙤,衤咼辶,,CJK-A
䙥,衤雨人マ,,CJK-A
䙦,衤艹罒夕,衤卝罒夕,CJK-A
䙧,衤千黑,,CJK-A
䙨,衤日木𧘇,,CJK-A
䙩,衤艹冖豕,,CJK-A
䙪,木乂乂𧘇,乂乂木𧘇,CJK-A
䙫,衤丬匕八,,CJK-A
䙬,衤貝貝女,,CJK-A
䙭,衤宀足,,CJK-A
䙮,衤艹口隹,衤卝口隹,CJK-A
䙯,衤戊上足,,CJK-A
䙰,衤文凵隹,,CJK-A
䙱,衤尸水虫,,CJK-A
䙲,覀大,,CJK-A
䙳,覀火,,CJK-A
䙴,覀大㔾,,CJK-A
䙵,覀土土,,CJK-A
䙶,西冖𧘇,,CJK-A
䙷,見寸,,CJK-A
䙸,見寸,,CJK-A
䙹,一廾見,,CJK-A
䙺,火見,,CJK-A
䙻,丿㇉丨見,,CJK-A
䙼,刀口見,,CJK-A
䙽,大丷見,,CJK-A
䙾,宀匕見,,CJK-A
䙿,未見,,CJK-A
䚀,舟見,,CJK-A
䚁,向見,,CJK-A
䚂,土八見,,CJK-A
䚃,⺊囗コ見,,CJK-A
䚄,彐水見,彑水見,CJK-A
䚅,來見,,CJK-A
䚆,艹冂大見,,CJK-A
䚇,小丿目見,,CJK-A
䚈,覀土見,西土見,CJK-A
䚉,丰刀大見,,CJK-A
䚊,䒑八皿見,,CJK-A
䚋,口貝見,,CJK-A
䚌,白大十見,,CJK-A
䚍,龶貝見,,CJK-A
䚎,𡗗臼見,,CJK-A
䚏,米夕ヰ見,,CJK-A
䚐,矢口日見,,CJK-A
䚑,罒貝見,,CJK-A
䚒,立里見,,CJK-A
䚓,覀早見,襾早見,CJK-A
䚔,宀一見,,CJK-A
䚕,一一見,,CJK-A
䚖,雨口口見,,CJK-A
䚗,⺈用八厶,⺈土厶,CJK-A
䚘,彳⺈用亍,彳⺈亍,CJK-A
䚙,⺈用一一,⺈土一,CJK-A
䚚,⺈用⺧儿,⺈土儿,CJK-A
䚛,⺈用⺧口,⺈土口,CJK-A
䚜,⺈用十,⺈土十,CJK-A
䚝,⺈用亠十,⺈土十,CJK-A
䚞,⺈用來,⺈土來,CJK-A
䚟,⺈用日寸,⺈土寸,CJK-A
䚠,⺈用日匕,⺈土匕,CJK-A
䚡,⺈用田心,⺈土心,CJK-A
䚢,⺈用世木,⺈土木,CJK-A
䚣,⺈用日龰,⺈土龰,CJK-A
䚤,⺈用禺,⺈土禺,CJK-A
䚥,⺈用弓冫,⺈土冫,CJK-A
䚦,⺈用⺁虎,⺈土虎,CJK-A
䚧,⺈用习彡,⺈土彡,CJK-A
䚨,⺈用癶殳,⺈土殳,CJK-A
䚩,⺈用夭口,⺈土口,CJK-A
䚪,⺈用罒𧘇,⺈土𧘇,CJK-A
䚫,白方夊用,白方夊土,CJK-A
䚬,⺈用米ヰ,⺈土ヰ,CJK-A
䚭,⺈用艹隹,⺈土隹,CJK-A
䚮,言乃,,CJK-A
䚯,言刂,,CJK-A
䚰,言匕,,CJK-A
䚱,言小,,CJK-A
䚲,言彡,,CJK-A
䚳,言十又,,CJK-A
䚴,言月,,CJK-A
䚵,言⺀十,,CJK-A
䚶,言一大,,CJK-A
䚷,言八丂,,CJK-A
䚸,言人,,CJK-A
䚹,言匕匕,,CJK-A
䚺,言夊,,CJK-A
䚻,言,,CJK-A
䚼,言丑,,CJK-A
䚽,言毛,,CJK-A
䚾,言壬,,CJK-A
䚿,言欠,,CJK-A
䛀,言⺁又,言厂又,CJK-A
䛁,言冂二,,CJK-A
䛂,言丿廾,,CJK-A
䛃,言一兀,,CJK-A
