隹,yde,zhuī
方,yfi,fāng
工,ygo,gōng
禾,yhe,hé
禺,yku,yú
力,yla,lì
舌,yse,shé
犬,yvo,quǎn
,ye,
王,ywo,wáng
